Date,Price
07/07/2020,6.125
07/06/2020,6.095
07/02/2020,5.945
07/01/2020,5.865
06/30/2020,6.165
06/29/2020,5.84
06/26/2020,5.105
06/25/2020,5.255
06/24/2020,5.665
06/23/2020,5.83
06/22/2020,5.495
06/19/2020,5.615
06/18/2020,5.45
06/17/2020,5.21
06/16/2020,5.26
06/15/2020,5.515
06/12/2020,5.275
06/11/2020,4.99
06/10/2020,4.8
06/09/2020,4.805
06/08/2020,5.25
06/05/2020,5.71
06/04/2020,5.39
06/03/2020,5.33
06/02/2020,4.85
06/01/2020,4.055
05/29/2020,4.385
05/28/2020,3.51
05/27/2020,3.695
05/26/2020,4.125
05/22/2020,3.89
05/21/2020,3.825
05/20/2020,4.46
05/19/2020,4.61
05/18/2020,4.92
05/15/2020,5.22
05/14/2020,5.265
05/13/2020,5.12
05/12/2020,5.315
05/11/2020,5.705
05/08/2020,5.83
05/07/2020,5.845
05/06/2020,5.765
05/05/2020,5.675
05/04/2020,5.74
05/01/2020,5.845
04/30/2020,6.22
04/29/2020,6.015
04/28/2020,6.145
04/27/2020,5.94
04/24/2020,5.77
04/23/2020,6.055
04/22/2020,6.225
04/21/2020,6.315
04/20/2020,6.62
04/17/2020,6.995
04/16/2020,6.905
04/15/2020,6.65
04/14/2020,6.875
04/13/2020,7.28
04/09/2020,7.28
04/08/2020,7.26
04/07/2020,7.285
04/06/2020,7.285
04/03/2020,6.92
04/02/2020,6.935
04/01/2020,6.825
03/31/2020,6.9
03/30/2020,6.895
03/27/2020,7.22
03/26/2020,7.575
03/25/2020,7.745
03/24/2020,7.91
03/23/2020,7.85
03/20/2020,8.295
03/19/2020,8.545
03/18/2020,8.265
03/17/2020,8.47
03/16/2020,8.74
03/13/2020,9.285
03/12/2020,9.325
03/11/2020,9.37
03/10/2020,8.995
03/09/2020,8.625
03/06/2020,8.645
03/05/2020,8.85
03/04/2020,8.91
03/03/2020,9.17
03/02/2020,8.885
02/28/2020,8.875
02/27/2020,8.87
02/26/2020,9.07
02/25/2020,9.005
02/24/2020,9.045
02/21/2020,9.41
02/20/2020,9.565
02/19/2020,9.57
02/18/2020,9.38
02/14/2020,8.88
02/13/2020,8.89
02/12/2020,8.72
02/11/2020,8.555
02/10/2020,8.645
02/07/2020,9.07
02/06/2020,9.15
02/05/2020,9.315
02/04/2020,9.365
02/03/2020,9.21
01/31/2020,9.755
01/30/2020,9.78
01/29/2020,10.15
01/28/2020,10.79
01/27/2020,10.525
01/24/2020,10.455
01/23/2020,10.43
01/22/2020,10.455
01/21/2020,10.775
01/17/2020,10.93
01/16/2020,11.115
01/15/2020,11.18
01/14/2020,11.305
01/13/2020,12.055
01/10/2020,11.94
01/09/2020,12.18
01/08/2020,11.965
01/07/2020,11.93
01/06/2020,12.28
01/03/2020,12.985
01/02/2020,12.075
12/31/2019,12.05
12/30/2019,12.295
12/27/2019,12.765
12/26/2019,12.605
12/24/2019,12.605
12/23/2019,13.025
12/20/2019,14.235
12/19/2019,15.005
12/18/2019,14.95
12/17/2019,14.46
12/16/2019,13.89
12/13/2019,13.805
12/12/2019,14.77
12/11/2019,14.045
12/10/2019,14.53
12/09/2019,14.89
12/06/2019,15.14
12/05/2019,15.415
12/04/2019,15.88
12/03/2019,15.77
12/02/2019,15.81
11/29/2019,16.33
11/27/2019,15.98
11/26/2019,15.85
11/25/2019,16.235
11/22/2019,16.05
11/21/2019,15.625
11/20/2019,15.59
11/19/2019,15.29
11/18/2019,15.23
11/15/2019,15.715
11/14/2019,15.67
11/13/2019,15.45
11/12/2019,15.545
11/11/2019,15.845
11/08/2019,15.94
11/07/2019,16.12
11/06/2019,16.28
11/05/2019,16.79
11/04/2019,16.48
11/01/2019,16.175
10/31/2019,16.135
10/30/2019,13.78
10/29/2019,13.835
10/28/2019,14.39
10/25/2019,15.235
10/24/2019,15.655
10/23/2019,15.415
10/22/2019,15.595
10/21/2019,15.61
10/18/2019,15.965
10/17/2019,16.025
10/16/2019,16.075
10/15/2019,16.065
10/14/2019,16.04
10/11/2019,16.135
10/10/2019,15.85
10/09/2019,15.575
10/08/2019,15.64
10/07/2019,15.505
10/04/2019,15.77
10/03/2019,16.01
10/02/2019,16.005
10/01/2019,16.76
09/30/2019,16.39
09/27/2019,11.94
09/26/2019,12.045
09/25/2019,11.95
09/24/2019,12.34
09/23/2019,12.245
09/20/2019,12.71
09/19/2019,12.255
09/18/2019,12.435
09/17/2019,13.44
09/16/2019,15.335
09/13/2019,14.71
09/12/2019,14.465
09/11/2019,14.355
09/10/2019,14.405
09/09/2019,12.235
09/06/2019,12.35
09/05/2019,12.235
09/04/2019,11.96
09/03/2019,12.1
08/30/2019,12.795
08/29/2019,10.715
08/28/2019,10.235
08/27/2019,10.07
08/26/2019,10.315
08/23/2019,10.585
08/22/2019,10.99
08/21/2019,11.415
08/20/2019,11.215
08/19/2019,10.785
08/16/2019,10.955
08/15/2019,11.225
08/14/2019,11.18
08/13/2019,11.86
08/12/2019,11.42
08/09/2019,12.025
08/08/2019,12.075
08/07/2019,11.41
08/06/2019,10.95
08/05/2019,11.465
08/02/2019,12.015
08/01/2019,12.36
07/31/2019,11
07/30/2019,9.79
07/29/2019,9.81
07/26/2019,9.965
07/25/2019,10.025
07/24/2019,10.075
07/23/2019,10.75
07/22/2019,10.16
07/19/2019,10.815
07/18/2019,10.735
07/17/2019,10.99
07/16/2019,11.415
07/15/2019,12.895
07/12/2019,13.28
07/11/2019,13.13
07/10/2019,12.135
07/09/2019,11.76
07/08/2019,11.88
07/05/2019,11.215
07/03/2019,10.295
07/02/2019,10.225
07/01/2019,10.365
06/28/2019,10.115
06/27/2019,9.375
06/26/2019,9.62
06/25/2019,9.845
06/24/2019,10.2
06/21/2019,10.355
06/20/2019,10.15
06/19/2019,10.485
06/18/2019,11.035
06/17/2019,11.57
06/14/2019,11.32
06/13/2019,11.395
06/12/2019,11.14
06/11/2019,11.2
06/10/2019,11.805
06/07/2019,11.52
06/06/2019,11.105
06/05/2019,11.6
06/04/2019,11.91
06/03/2019,11.1
05/31/2019,11.205
05/30/2019,11.475
05/29/2019,12.225
05/28/2019,12.52
05/24/2019,12.25
05/23/2019,12.595
05/22/2019,12.65
05/21/2019,12.705
05/20/2019,12.905
05/17/2019,12.855
05/16/2019,13.385
05/15/2019,13.855
05/14/2019,13.785
05/13/2019,13.76
05/10/2019,13.995
05/09/2019,14.455
05/08/2019,14.32
05/07/2019,14.155
05/06/2019,14.335
05/03/2019,14.565
05/02/2019,14.365
05/01/2019,14.055
04/30/2019,14.39
04/29/2019,14.525
04/26/2019,14.425
04/25/2019,14.535
04/24/2019,14.265
04/23/2019,14.42
04/22/2019,14.46
04/18/2019,14.46
04/17/2019,15.195
04/16/2019,14.835
04/15/2019,15.01
04/12/2019,15.855
04/11/2019,15.995
04/10/2019,15.73
04/09/2019,16.755
04/08/2019,15.965
04/05/2019,16.635
04/04/2019,14.805
04/03/2019,14.19
04/02/2019,13.455
04/01/2019,13.845
03/29/2019,14.215
03/28/2019,14.43
03/27/2019,14.995
03/26/2019,14.385
03/25/2019,14.185
03/22/2019,14.455
03/21/2019,14.565
03/20/2019,15.215
03/19/2019,15.005
03/18/2019,14.98
03/15/2019,15.25
03/14/2019,15.605
03/13/2019,15.725
03/12/2019,16.21
03/11/2019,16.625
03/08/2019,16.73
03/07/2019,16.87
03/06/2019,16.85
03/05/2019,17.18
03/04/2019,17.4
03/01/2019,17.32
02/28/2019,17.815
02/27/2019,17.615
02/26/2019,17.045
02/25/2019,16.945
02/22/2019,17.23
02/21/2019,17.52
02/20/2019,18.145
02/19/2019,17.705
02/15/2019,18.1
02/14/2019,17.755
02/13/2019,18.02
02/12/2019,17.785
02/11/2019,18.055
02/08/2019,18.265
02/07/2019,18.91
02/06/2019,18.915
02/05/2019,19.14
02/04/2019,19.355
02/01/2019,19.3
01/31/2019,19.85
01/30/2019,20.18
01/29/2019,20.585
01/28/2019,20.55
01/25/2019,20.89
01/24/2019,21.28
01/23/2019,22.19
01/22/2019,21.815
01/18/2019,22.605
01/17/2019,22.995
01/16/2019,22.005
01/15/2019,22
01/14/2019,21.675
01/11/2019,22.255
01/10/2019,21.675
01/09/2019,21.72
01/08/2019,22.09
01/07/2019,21.53
01/04/2019,22.93
01/03/2019,22.255
01/02/2019,22.475
12/31/2018,21.98
12/28/2018,22.81
12/27/2018,23.32
12/26/2018,24.245
12/24/2018,24.245
12/21/2018,24.9
12/20/2018,24.605
12/19/2018,24.21
12/18/2018,23.73
12/17/2018,24.68
12/14/2018,24.645
12/13/2018,24.225
12/12/2018,23.92
12/11/2018,23.62
12/10/2018,23.25
12/07/2018,23.145
12/06/2018,23.165
12/05/2018,23.82
12/04/2018,24.415
12/03/2018,25.085
11/30/2018,24.69
11/29/2018,24.635
11/28/2018,24.3
11/27/2018,25.16
11/26/2018,24.545
11/23/2018,24.82
11/21/2018,24.5
11/20/2018,24.35
11/19/2018,24.15
11/16/2018,25.955
11/15/2018,26.675
11/14/2018,26.28
11/13/2018,26.52
11/12/2018,25.955
11/09/2018,24.325
11/08/2018,24.43
11/07/2018,24.42
11/06/2018,23.895
11/05/2018,23.81
11/02/2018,24.285
11/01/2018,23.65
10/31/2018,24.335
10/30/2018,23.875
10/29/2018,24.58
10/26/2018,24.28
10/25/2018,24.865
10/24/2018,25.26
10/23/2018,25.665
10/22/2018,26.115
10/19/2018,26.86
10/18/2018,26.025
10/17/2018,25.94
10/16/2018,26.33
10/15/2018,26.625
10/12/2018,26.63
10/11/2018,25.76
10/10/2018,26.22
10/09/2018,26.835
10/08/2018,27.22
10/05/2018,27.9
10/04/2018,27.47
10/03/2018,27.115
10/02/2018,27.255
10/01/2018,27.445
09/28/2018,27.33
09/27/2018,27.575
09/26/2018,28.26
09/25/2018,29.23
09/24/2018,29.245
09/21/2018,28.725
09/20/2018,28.59
09/19/2018,28.32
09/18/2018,27.41
09/17/2018,28.075
09/14/2018,26.93
09/13/2018,26.81
09/12/2018,27.495
09/11/2018,28.78
09/10/2018,29.125
09/07/2018,27.99
09/06/2018,27.455
09/05/2018,27.02
09/04/2018,26.71
08/31/2018,25.835
08/30/2018,26.13
08/29/2018,25.87
08/28/2018,25.36
08/27/2018,25.41
08/24/2018,24.975
08/23/2018,24.76
08/22/2018,24.45
08/21/2018,24.405
08/20/2018,24.18
08/17/2018,24.155
08/16/2018,23.835
08/15/2018,23.52
08/14/2018,23.725
08/13/2018,23.5
08/10/2018,22.88
08/09/2018,22.715
08/08/2018,22.6
08/07/2018,22.61
08/06/2018,22.5
08/03/2018,22.26
08/02/2018,21.935
08/01/2018,21.93
07/31/2018,22.115
07/30/2018,22.06
07/27/2018,21.89
07/26/2018,22.115
07/25/2018,22.17
07/24/2018,22.095
07/23/2018,22.03
07/20/2018,21.875
07/19/2018,22.155
07/18/2018,22.14
07/17/2018,21.85
07/16/2018,22.02
07/13/2018,22.265
07/12/2018,21.97
07/11/2018,22.58
07/10/2018,22.73
07/09/2018,22.73
07/06/2018,22.355
07/05/2018,22.465
07/03/2018,22.26
07/02/2018,22.24
06/29/2018,21.875
06/28/2018,21.96
06/27/2018,22.035
06/26/2018,21.495
06/25/2018,21.545
06/22/2018,21.655
06/21/2018,21.545
06/20/2018,21.5
06/19/2018,21.695
06/18/2018,22.14
06/15/2018,21.75
06/14/2018,22.355
06/13/2018,22.38
06/12/2018,21.785
06/11/2018,21.35
06/08/2018,21.54
06/07/2018,21.665
06/06/2018,21.32
06/05/2018,21.43
06/04/2018,21.905
06/01/2018,21.775
05/31/2018,22.58
05/30/2018,22.985
05/29/2018,22.655
05/25/2018,21.805
05/24/2018,22.695
05/23/2018,22.715
05/22/2018,22.905
05/21/2018,22.375
05/18/2018,22.055
05/17/2018,22.3
05/16/2018,21.67
05/15/2018,21.54
05/14/2018,21.625
05/11/2018,21.265
05/10/2018,21.005
05/09/2018,20.845
05/08/2018,20.6
05/07/2018,20.42
05/04/2018,20.42
05/03/2018,19.95
05/02/2018,19.865
05/01/2018,20.095
04/30/2018,20.56
04/27/2018,20.265
04/26/2018,20.15
04/25/2018,19.88
04/24/2018,19.675
04/23/2018,19.89
04/20/2018,19.8
04/19/2018,19.86
04/18/2018,19.31
04/17/2018,19.015
04/16/2018,19.35
04/13/2018,19.57
04/12/2018,19.215
04/11/2018,19.255
04/10/2018,18.84
04/09/2018,18.645
04/06/2018,18.18
04/05/2018,18.13
04/04/2018,18.185
04/03/2018,18.04
04/02/2018,18.225
03/29/2018,18.225
03/28/2018,18.37
03/27/2018,18.495
03/26/2018,17.99
03/23/2018,18.445
03/22/2018,19.01
03/21/2018,19.39
03/20/2018,19.175
03/19/2018,18.7
03/16/2018,18.655
03/15/2018,18.8
03/14/2018,18.615
03/13/2018,19.465
03/12/2018,19.71
03/09/2018,18.94
03/08/2018,18.315
03/07/2018,17.83
03/06/2018,17.7
03/05/2018,17.515
03/02/2018,17.805
03/01/2018,17.56
02/28/2018,17.35
02/27/2018,19.195
02/26/2018,18.69
02/23/2018,20.41
02/22/2018,19.94
02/21/2018,19.78
02/20/2018,19.77
02/16/2018,18.165
02/15/2018,17.79
02/14/2018,18.075
02/13/2018,18.305
02/12/2018,17.95
02/09/2018,17.9
02/08/2018,17.74
02/07/2018,18.155
02/06/2018,17.88
02/05/2018,17.59
02/02/2018,18.16
02/01/2018,18.15
01/31/2018,17.88
01/30/2018,17.41
01/29/2018,17.395
01/26/2018,17.78
01/25/2018,17.78
01/24/2018,17.79
01/23/2018,18.2
01/22/2018,18.545
01/19/2018,18.19
01/18/2018,18.35
01/17/2018,18.44
01/16/2018,18.9
01/12/2018,19.805
01/11/2018,19.32
01/10/2018,19.325
01/09/2018,19.435
01/08/2018,19.05
01/05/2018,18.915
01/04/2018,19.2
01/03/2018,19.325
01/02/2018,19.32
12/29/2017,19.62
12/28/2017,19.705
12/27/2017,19.19
12/26/2017,19.665
12/22/2017,19.665
12/21/2017,20
12/20/2017,20.295
12/19/2017,19.95
12/18/2017,20.46
12/15/2017,21.01
12/14/2017,21.025
12/13/2017,20.675
12/12/2017,21.73
12/11/2017,21.135
12/08/2017,20.89
12/07/2017,21.265
12/06/2017,21.165
12/05/2017,21.405
12/04/2017,21.375
12/01/2017,20.79
11/30/2017,20.305
11/29/2017,20.35
11/28/2017,20.28
11/27/2017,20.68
11/24/2017,20.455
11/22/2017,19.7
11/21/2017,19.84
11/20/2017,19.5
11/17/2017,18.95
11/16/2017,19.2
11/15/2017,19.015
11/14/2017,19.335
11/13/2017,19.905
11/10/2017,19.82
11/09/2017,19.515
11/08/2017,19.38
11/07/2017,19.325
11/06/2017,19.01
11/03/2017,18.31
11/02/2017,18.58
11/01/2017,18.55
10/31/2017,18.285
10/30/2017,18.11
10/27/2017,18.15
10/26/2017,18.07
10/25/2017,18.11
10/24/2017,17.96
10/23/2017,18.09
